MONTH_MON,YEAR,APT_NAME,STATE_NAME,FLT_TOT_1
FEB,2017,Birmingham,United Kingdom,7853
FEB,2017,Bristol,United Kingdom,4379
FEB,2017,Bydgoszcz,Poland,170
FEB,2017,Connaught,Ireland,341
FEB,2017,Corfu,Greece,238
FEB,2017,Cork,Ireland,1734
FEB,2017,Donegal,Ireland,127
FEB,2017,Dublin,Ireland,14574
FEB,2017,East Midlands,United Kingdom,4343
FEB,2017,Edinburgh,United Kingdom,8255
FEB,2017,Farnborough,United Kingdom,1816
FEB,2017,Gdansk,Poland,2682
FEB,2017,Glasgow,United Kingdom,6358
FEB,2017,Groningen,Netherlands,712
FEB,2017,Göteborg,Sweden,5194
FEB,2017,Haugesund,Norway,499
FEB,2017,Helsinki - Vantaa,Finland,13143
FEB,2017,Heraklion,Greece,926
FEB,2017,Katowice - Pyrzowice,Poland,1696
FEB,2017,Kefallinia,Greece,64
FEB,2017,Kerry - Farranfore,Ireland,257
FEB,2017,Khania - Souda,Greece,1121
FEB,2017,Kiev - Boryspil,Ukraine,5706
FEB,2017,Kos,Greece,250
FEB,2017,Krakow - Balice,Poland,3244
FEB,2017,Lodz - Lublinek,Poland,296
FEB,2017,London - City,United Kingdom,6656
FEB,2017,London - Gatwick,United Kingdom,19420
FEB,2017,London - Heathrow,United Kingdom,35087
FEB,2017,London - Luton,United Kingdom,9474
FEB,2017,London - Stansted,United Kingdom,12534
FEB,2017,Londonderry - Eglinton,United Kingdom,135
FEB,2017,Lublin,Poland,200
FEB,2017,Maastricht-Aachen,Netherlands,562
FEB,2017,Manchester,United Kingdom,13239
FEB,2017,Mikonos,Greece,160
FEB,2017,Olsztyn-Mazury,Poland,75
FEB,2017,Oslo - Gardermoen,Norway,18123
FEB,2017,Poznan - Lawica,Poland,1128
FEB,2017,Radom,Poland,93
FEB,2017,Rodos,Greece,616
FEB,2017,Rotterdam,Netherlands,1666
FEB,2017,Rzeszow - Jasionka,Poland,479
FEB,2017,Santorini,Greece,333
FEB,2017,Shannon,Ireland,1398
FEB,2017,Skiathos,Greece,38
FEB,2017,Sligo,Ireland,2
FEB,2017,Southampton,United Kingdom,3111
FEB,2017,Stavanger,Norway,4890
FEB,2017,Stockholm - Arlanda,Sweden,17858
FEB,2017,Stockholm - Bromma,Sweden,4250
FEB,2017,Szczecin - Goleniów,Poland,357
FEB,2017,Thessaloniki,Greece,3144
FEB,2017,Trondheim,Norway,4252
FEB,2017,Warszawa - Chopina,Poland,11346
FEB,2017,Warszawa - Modlin,Poland,1318
FEB,2017,Waterford,Ireland,24
FEB,2017,Weston,Ireland,62
FEB,2017,Wroclaw - Strachowice,Poland,1750
FEB,2017,Yerevan,Armenia,1192
FEB,2017,Zakinthos,Greece,120
FEB,2017,Zielona Gora - Babimost,Poland,73
FEB,2018,Aberdeen,United Kingdom,4695
FEB,2018,Aktion,Greece,70
FEB,2018,Alesund,Norway,1144
FEB,2018,Alta,Norway,682
FEB,2018,Amsterdam - Schiphol,Netherlands,35884
FEB,2018,Andenes,Norway,345
FEB,2018,Athens,Greece,11008
FEB,2018,Bardufoss,Norway,353
FEB,2018,Batsfjord,Norway,175
FEB,2018,Belfast - Aldergrove,United Kingdom,3178
FEB,2018,Belfast - City Airport,United Kingdom,2640
FEB,2018,Bergen,Norway,5932
FEB,2018,Berlevåg,Norway,122
FEB,2018,Biggin Hill,United Kingdom,1271
FEB,2018,Birmingham,United Kingdom,7322
FEB,2018,Bodø,Norway,2999
FEB,2018,Bristol,United Kingdom,4477
FEB,2018,Bronnoysund Bronnoy,Norway,551
FEB,2018,Bydgoszcz,Poland,266
FEB,2018,Connaught,Ireland,373
FEB,2018,Corfu,Greece,339
FEB,2018,Cork,Ireland,1588
FEB,2018,Donegal,Ireland,136
FEB,2018,Dublin,Ireland,14912
FEB,2018,East Midlands,United Kingdom,4415
FEB,2018,Edinburgh,United Kingdom,8388
FEB,2018,Farnborough,United Kingdom,2254
FEB,2018,Florø,Norway,617
FEB,2018,Forde Bringeland,Norway,313
FEB,2018,Gdansk,Poland,2824
FEB,2018,Glasgow,United Kingdom,5906
FEB,2018,Groningen,Netherlands,774
FEB,2018,Göteborg,Sweden,5388
FEB,2018,Hammerfest,Norway,799
FEB,2018,Harstad - Narvik Evenes,Norway,747
FEB,2018,Haugesund,Norway,427
FEB,2018,Helsinki - Vantaa,Finland,14054
FEB,2018,Heraklion,Greece,1130
FEB,2018,Honningsvåg Valan,Norway,131
FEB,2018,Katowice - Pyrzowice,Poland,1962
FEB,2018,Kefallinia,Greece,71
FEB,2018,Kerry - Farranfore,Ireland,291
FEB,2018,Khania - Souda,Greece,671
FEB,2018,Kiev - Boryspil,Ukraine,6217
FEB,2018,Kirkenes Høybuktmoen,Norway,558
FEB,2018,Kos,Greece,296
FEB,2018,Krakow - Balice,Poland,3771
FEB,2018,Kristiansand Kjevik,Norway,1103
FEB,2018,Kristiansund Kvernberget,Norway,768
FEB,2018,Lakselv Banak,Norway,186
FEB,2018,Leknes,Norway,512
FEB,2018,Lelystad,Netherlands,193
FEB,2018,Lodz - Lublinek,Poland,211
FEB,2018,London - City,United Kingdom,6079
FEB,2018,London - Gatwick,United Kingdom,19154
FEB,2018,London - Heathrow,United Kingdom,35286
FEB,2018,London - Luton,United Kingdom,9164
FEB,2018,London - Stansted,United Kingdom,13019
FEB,2018,Londonderry - Eglinton,United Kingdom,190
FEB,2018,Lublin,Poland,329
FEB,2018,Maastricht-Aachen,Netherlands,568
FEB,2018,Manchester,United Kingdom,13011
FEB,2018,Mehamn,Norway,190
FEB,2018,Mikonos,Greece,131
FEB,2018,Mo i Rana Røssvoll,Norway,431
FEB,2018,Molde Årø,Norway,521
FEB,2018,Mosjøen Kjærstad,Norway,324
FEB,2018,Namsos Høknesøra,Norway,210
FEB,2018,Newcastle,United Kingdom,2733
FEB,2018,Olsztyn-Mazury,Poland,89
FEB,2018,Orsta¿Volda Hovden,Norway,376
FEB,2018,Oslo - Gardermoen,Norway,18629
FEB,2018,Poznan - Lawica,Poland,1516
FEB,2018,Radom,Poland,36
FEB,2018,Rodos,Greece,572
FEB,2018,Roros,Norway,114
FEB,2018,Rorvik Ryum,Norway,185
FEB,2018,Rost,Norway,98
FEB,2018,Rotterdam,Netherlands,1505
FEB,2018,Rzeszow - Jasionka,Poland,505
FEB,2018,Sandane  Anda,Norway,179
FEB,2018,Sandnessjøen Stokka,Norway,309
FEB,2018,Santorini,Greece,296
FEB,2018,Shannon,Ireland,1354
FEB,2018,Skiathos,Greece,51
FEB,2018,Sligo,Ireland,6
FEB,2018,Sogndal Haukåsen,Norway,400
FEB,2018,Sorkjosen,Norway,153
FEB,2018,Southampton,United Kingdom,2804
FEB,2018,Stavanger,Norway,4593
FEB,2018,Stockholm - Arlanda,Sweden,17794
FEB,2018,Stockholm - Bromma,Sweden,4270
FEB,2018,Stokmarknes Skagen,Norway,540
FEB,2018,Svalbard Longyear,Norway,142
FEB,2018,Svolvær Helle,Norway,426
FEB,2018,Szczecin - Goleniów,Poland,419
FEB,2018,Thessaloniki,Greece,2519
FEB,2018,Tromsø,Norway,3363
FEB,2018,Trondheim,Norway,4105
FEB,2018,Vadsø,Norway,518
FEB,2018,Vardø Svartnes,Norway,173
FEB,2018,Værøy,Norway,94
FEB,2018,Warszawa - Chopina,Poland,12713
FEB,2018,Warszawa - Modlin,Poland,1408
FEB,2018,Waterford,Ireland,30
FEB,2018,Weston,Ireland,72
FEB,2018,Wroclaw - Strachowice,Poland,2011
FEB,2018,Yerevan,Armenia,1366
FEB,2018,Zakinthos,Greece,113
FEB,2018,Zielona Gora - Babimost,Poland,61
FEB,2019,Aberdeen,United Kingdom,3661
FEB,2019,Aktion,Greece,86
FEB,2019,Alesund,Norway,1043
FEB,2019,Alta,Norway,691
FEB,2019,Amsterdam - Schiphol,Netherlands,36064
FEB,2019,Andenes,Norway,241
FEB,2019,Athens,Greece,12128
FEB,2019,Bardufoss,Norway,202
FEB,2019,Batsfjord,Norway,173
FEB,2019,Belfast - Aldergrove,United Kingdom,3750
FEB,2019,Belfast - City Airport,United Kingdom,2533
FEB,2019,Bergen,Norway,6477
FEB,2019,Berlevåg,Norway,136
FEB,2019,Biggin Hill,United Kingdom,1258
FEB,2019,Birmingham,United Kingdom,7402
FEB,2019,Bodø,Norway,2957
FEB,2019,Bristol,United Kingdom,4353
FEB,2019,Bronnoysund Bronnoy,Norway,507
FEB,2019,Bydgoszcz,Poland,280
FEB,2019,Connaught,Ireland,392
FEB,2019,Corfu,Greece,306
FEB,2019,Cork,Ireland,1687
FEB,2019,Donegal,Ireland,134
FEB,2019,Dublin,Ireland,15983
FEB,2019,East Midlands,United Kingdom,4408
FEB,2019,Edinburgh,United Kingdom,8744
FEB,2019,Farnborough,United Kingdom,2175
FEB,2019,Florø,Norway,632
FEB,2019,Forde Bringeland,Norway,294
FEB,2019,Gdansk,Poland,2834
FEB,2019,Glasgow,United Kingdom,5599
FEB,2019,Groningen,Netherlands,676
FEB,2019,Göteborg,Sweden,5104
FEB,2019,Hammerfest,Norway,810
FEB,2019,Harstad - Narvik Evenes,Norway,776
FEB,2019,Haugesund,Norway,426
FEB,2019,Helsinki - Vantaa,Finland,14557
FEB,2019,Heraklion,Greece,1088
FEB,2019,Honningsvåg Valan,Norway,151
FEB,2019,Katowice - Pyrzowice,Poland,1965
FEB,2019,Kefallinia,Greece,93
FEB,2019,Kerry - Farranfore,Ireland,294
FEB,2019,Khania - Souda,Greece,796
FEB,2019,Kiev - Boryspil,Ukraine,6713
FEB,2019,Kirkenes Høybuktmoen,Norway,589
FEB,2019,Kos,Greece,312
FEB,2019,Krakow - Balice,Poland,4098
FEB,2019,Kristiansand Kjevik,Norway,1229
FEB,2019,Kristiansund Kvernberget,Norway,710
FEB,2019,Lakselv Banak,Norway,169
FEB,2019,Leknes,Norway,429
FEB,2019,Lelystad,Netherlands,300
FEB,2019,Lodz - Lublinek,Poland,280
FEB,2019,London - City,United Kingdom,6523
FEB,2019,London - Gatwick,United Kingdom,19931
FEB,2019,London - Heathrow,United Kingdom,35356
FEB,2019,London - Luton,United Kingdom,9697
FEB,2019,London - Stansted,United Kingdom,13763
FEB,2019,Londonderry - Eglinton,United Kingdom,194
FEB,2019,Lublin,Poland,235
FEB,2019,Maastricht-Aachen,Netherlands,658
FEB,2019,Manchester,United Kingdom,13226
FEB,2019,Mehamn,Norway,191
FEB,2019,Mikonos,Greece,119
FEB,2019,Mo i Rana Røssvoll,Norway,383
FEB,2019,Molde Årø,Norway,440
FEB,2019,Mosjøen Kjærstad,Norway,259
FEB,2019,Namsos Høknesøra,Norway,201
FEB,2019,Newcastle,United Kingdom,2614
FEB,2019,Olsztyn-Mazury,Poland,106
FEB,2019,Orsta¿Volda Hovden,Norway,379
FEB,2019,Oslo - Gardermoen,Norway,18656
FEB,2019,Poznan - Lawica,Poland,1414
FEB,2019,Radom,Poland,26
FEB,2019,Rodos,Greece,484
FEB,2019,Roros,Norway,110
FEB,2019,Rorvik Ryum,Norway,173
FEB,2019,Rost,Norway,94
FEB,2019,Rotterdam,Netherlands,1556
FEB,2019,Rzeszow - Jasionka,Poland,619
FEB,2019,Sandane  Anda,Norway,188
FEB,2019,Sandnessjøen Stokka,Norway,300
FEB,2019,Santorini,Greece,385
FEB,2019,Shannon,Ireland,1261
FEB,2019,Skiathos,Greece,40
FEB,2019,Sligo,Ireland,2
FEB,2019,Sogndal Haukåsen,Norway,374
FEB,2019,Sorkjosen,Norway,139
FEB,2019,Southampton,United Kingdom,2522
FEB,2019,Stavanger,Norway,4895
FEB,2019,Stockholm - Arlanda,Sweden,17331
FEB,2019,Stockholm - Bromma,Sweden,4207
FEB,2019,Stokmarknes Skagen,Norway,410
FEB,2019,Svalbard Longyear,Norway,146
FEB,2019,Svolvær Helle,Norway,291
FEB,2019,Szczecin - Goleniów,Poland,403
FEB,2019,Thessaloniki,Greece,3157
FEB,2019,Tromsø,Norway,3278
FEB,2019,Trondheim,Norway,4125
FEB,2019,Vadsø,Norway,518
FEB,2019,Vardø Svartnes,Norway,187
FEB,2019,Værøy,Norway,94
FEB,2019,Warszawa - Chopina,Poland,13652
FEB,2019,Warszawa - Modlin,Poland,1510
FEB,2019,Waterford,Ireland,32
FEB,2019,Weston,Ireland,90
FEB,2019,Wroclaw - Strachowice,Poland,2109
FEB,2019,Yerevan,Armenia,1459
FEB,2019,Zakinthos,Greece,90
FEB,2019,Zielona Gora - Babimost,Poland,56
FEB,2020,Aberdeen,United Kingdom,3668
FEB,2020,Aktion,Greece,74
FEB,2020,Alesund,Norway,1110
FEB,2020,Alta,Norway,642
FEB,2020,Amsterdam - Schiphol,Netherlands,35886
FEB,2020,Andenes,Norway,239
FEB,2020,Athens,Greece,12440
FEB,2020,Bardufoss,Norway,196
FEB,2020,Batsfjord,Norway,177
FEB,2020,Belfast - Aldergrove,United Kingdom,3284
FEB,2020,Belfast - City Airport,United Kingdom,2399
FEB,2020,Bergen,Norway,6588
FEB,2020,Berlevåg,Norway,115
FEB,2020,Biggin Hill,United Kingdom,1371
FEB,2020,Birmingham,United Kingdom,7168
FEB,2020,Bodø,Norway,3035
FEB,2020,Bristol,United Kingdom,4413
FEB,2020,Bronnoysund Bronnoy,Norway,578
FEB,2020,Bydgoszcz,Poland,380
FEB,2020,Connaught,Ireland,379
FEB,2020,Corfu,Greece,322
FEB,2020,Cork,Ireland,1830
FEB,2020,Donegal,Ireland,127
FEB,2020,Dublin,Ireland,15887
FEB,2020,East Midlands,United Kingdom,4225
FEB,2020,Edinburgh,United Kingdom,9009
FEB,2020,Farnborough,United Kingdom,2205
FEB,2020,Florø,Norway,751
FEB,2020,Forde Bringeland,Norway,300
FEB,2020,Gdansk,Poland,3266
FEB,2020,Glasgow,United Kingdom,5402
FEB,2020,Groningen,Netherlands,798
FEB,2020,Göteborg,Sweden,4822
FEB,2020,Hammerfest,Norway,651
FEB,2020,Harstad - Narvik Evenes,Norway,803
FEB,2020,Haugesund,Norway,471
FEB,2020,Helsinki - Vantaa,Finland,14782
FEB,2020,Heraklion,Greece,1084
FEB,2020,Honningsvåg Valan,Norway,148
FEB,2020,Katowice - Pyrzowice,Poland,2414
FEB,2020,Kefallinia,Greece,101
FEB,2020,Kerry - Farranfore,Ireland,294
FEB,2020,Khania - Souda,Greece,760
FEB,2020,Kiev - Boryspil,Ukraine,6979
FEB,2020,Kirkenes Høybuktmoen,Norway,535
FEB,2020,Kos,Greece,303
FEB,2020,Krakow - Balice,Poland,4933
FEB,2020,Kristiansand Kjevik,Norway,1262
FEB,2020,Kristiansund Kvernberget,Norway,800
FEB,2020,Lakselv Banak,Norway,177
FEB,2020,Leknes,Norway,420
FEB,2020,Lelystad,Netherlands,149
FEB,2020,Lodz - Lublinek,Poland,304
FEB,2020,London - City,United Kingdom,6311
FEB,2020,London - Gatwick,United Kingdom,18919
FEB,2020,London - Heathrow,United Kingdom,35439
FEB,2020,London - Luton,United Kingdom,9445
FEB,2020,London - Stansted,United Kingdom,13857
FEB,2020,Londonderry - Eglinton,United Kingdom,239
FEB,2020,Lublin,Poland,250
FEB,2020,Maastricht-Aachen,Netherlands,651
FEB,2020,Manchester,United Kingdom,13201
FEB,2020,Mehamn,Norway,177
FEB,2020,Mikonos,Greece,138
FEB,2020,Mo i Rana Røssvoll,Norway,391
FEB,2020,Molde Årø,Norway,467
FEB,2020,Mosjøen Kjærstad,Norway,263
FEB,2020,Namsos Høknesøra,Norway,177
FEB,2020,Newcastle,United Kingdom,2543
FEB,2020,Olsztyn-Mazury,Poland,120
FEB,2020,Orsta¿Volda Hovden,Norway,332
FEB,2020,Oslo - Gardermoen,Norway,18863
FEB,2020,Poznan - Lawica,Poland,1570
FEB,2020,Rodos,Greece,500
FEB,2020,Roros,Norway,154
FEB,2020,Rorvik Ryum,Norway,167
FEB,2020,Rost,Norway,92
FEB,2020,Rotterdam,Netherlands,1496
FEB,2020,Rzeszow - Jasionka,Poland,585
FEB,2020,Sandane  Anda,Norway,189
FEB,2020,Sandnessjøen Stokka,Norway,259
FEB,2020,Santorini,Greece,403
FEB,2020,Shannon,Ireland,1338
FEB,2020,Skiathos,Greece,68
FEB,2020,Sligo,Ireland,5
FEB,2020,Sogndal Haukåsen,Norway,392
FEB,2020,Sorkjosen,Norway,134
FEB,2020,Southampton,United Kingdom,2534
FEB,2020,Stavanger,Norway,4862
FEB,2020,Stockholm - Arlanda,Sweden,16528
FEB,2020,Stockholm - Bromma,Sweden,3963
FEB,2020,Stokmarknes Skagen,Norway,409
FEB,2020,Svalbard Longyear,Norway,134
FEB,2020,Svolvær Helle,Norway,269
FEB,2020,Szczecin - Goleniów,Poland,470
FEB,2020,Thessaloniki,Greece,3151
FEB,2020,Tromsø,Norway,3245
FEB,2020,Trondheim,Norway,4137
FEB,2020,Vadsø,Norway,486
FEB,2020,Vardø Svartnes,Norway,156
FEB,2020,Værøy,Norway,82
FEB,2020,Warszawa - Chopina,Poland,14348
FEB,2020,Warszawa - Modlin,Poland,1363
FEB,2020,Waterford,Ireland,30
FEB,2020,Weston,Ireland,63
FEB,2020,Wroclaw - Strachowice,Poland,2080
FEB,2020,Yerevan,Armenia,1738
FEB,2020,Zakinthos,Greece,84
FEB,2020,Zielona Gora - Babimost,Poland,102
FEB,2021,Aberdeen,United Kingdom,1319
FEB,2021,Aktion,Greece,61
FEB,2021,Alesund,Norway,527
FEB,2021,Alta,Norway,567
FEB,2021,Amsterdam - Schiphol,Netherlands,11072
FEB,2021,Andenes,Norway,234
FEB,2021,Athens,Greece,4902
FEB,2021,Bardufoss,Norway,200
FEB,2021,Batsfjord,Norway,166
FEB,2021,Belfast - Aldergrove,United Kingdom,938
FEB,2021,Belfast - City Airport,United Kingdom,286
FEB,2021,Bergen,Norway,4230
FEB,2021,Berlevåg,Norway,116
FEB,2021,Biggin Hill,United Kingdom,563
FEB,2021,Birmingham,United Kingdom,916
FEB,2021,Bodø,Norway,2115
FEB,2021,Bristol,United Kingdom,337
FEB,2021,Bronnoysund Bronnoy,Norway,525
FEB,2021,Bydgoszcz,Poland,41
FEB,2021,Connaught,Ireland,20
FEB,2021,Corfu,Greece,204
FEB,2021,Cork,Ireland,538
FEB,2021,Donegal,Ireland,109
FEB,2021,Dublin,Ireland,2610
FEB,2021,East Midlands,United Kingdom,2659
FEB,2021,Edinburgh,United Kingdom,973
FEB,2021,Farnborough,United Kingdom,716
FEB,2021,Florø,Norway,503
FEB,2021,Forde Bringeland,Norway,197
FEB,2021,Gdansk,Poland,740
FEB,2021,Glasgow,United Kingdom,763
FEB,2021,Groningen,Netherlands,180
FEB,2021,Göteborg,Sweden,904
FEB,2021,Hammerfest,Norway,765
FEB,2021,Harstad - Narvik Evenes,Norway,468
FEB,2021,Haugesund,Norway,304
FEB,2021,Helsinki - Vantaa,Finland,3305
FEB,2021,Heraklion,Greece,559
FEB,2021,Honningsvåg Valan,Norway,128
FEB,2021,Katowice - Pyrzowice,Poland,559
FEB,2021,Kefallinia,Greece,85
FEB,2021,Kerry - Farranfore,Ireland,152
FEB,2021,Khania - Souda,Greece,546
FEB,2021,Kiev - Boryspil,Ukraine,3175
FEB,2021,Kirkenes Høybuktmoen,Norway,505
FEB,2021,Kos,Greece,168
FEB,2021,Krakow - Balice,Poland,798
FEB,2021,Kristiansand Kjevik,Norway,469
FEB,2021,Kristiansund Kvernberget,Norway,562
FEB,2021,Lakselv Banak,Norway,175
FEB,2021,Leknes,Norway,317
FEB,2021,Lelystad,Netherlands,45
FEB,2021,Lodz - Lublinek,Poland,152
FEB,2021,London - City,United Kingdom,124
FEB,2021,London - Gatwick,United Kingdom,740
FEB,2021,London - Heathrow,United Kingdom,8167
FEB,2021,London - Luton,United Kingdom,1737
FEB,2021,London - Stansted,United Kingdom,2464
FEB,2021,Londonderry - Eglinton,United Kingdom,55
FEB,2021,Lublin,Poland,42
FEB,2021,Maastricht-Aachen,Netherlands,553
FEB,2021,Manchester,United Kingdom,1453
FEB,2021,Mehamn,Norway,190
FEB,2021,Mikonos,Greece,83
FEB,2021,Mo i Rana Røssvoll,Norway,334
FEB,2021,Molde Årø,Norway,234
FEB,2021,Mosjøen Kjærstad,Norway,245
FEB,2021,Namsos Høknesøra,Norway,180
FEB,2021,Newcastle,United Kingdom,306
FEB,2021,Olsztyn-Mazury,Poland,40
FEB,2021,Orsta¿Volda Hovden,Norway,281
FEB,2021,Oslo - Gardermoen,Norway,5109
FEB,2021,Poznan - Lawica,Poland,276
FEB,2021,Rodos,Greece,326
FEB,2021,Roros,Norway,106
FEB,2021,Rorvik Ryum,Norway,130
FEB,2021,Rost,Norway,92
FEB,2021,Rotterdam,Netherlands,377
FEB,2021,Rzeszow - Jasionka,Poland,125
FEB,2021,Sandane  Anda,Norway,154
FEB,2021,Sandnessjøen Stokka,Norway,220
FEB,2021,Santorini,Greece,140
FEB,2021,Shannon,Ireland,423
FEB,2021,Skiathos,Greece,37
FEB,2021,Sligo,Ireland,1
FEB,2021,Sogndal Haukåsen,Norway,384
FEB,2021,Sorkjosen,Norway,116
FEB,2021,Southampton,United Kingdom,118
FEB,2021,Stavanger,Norway,2475
FEB,2021,Stockholm - Arlanda,Sweden,3589
FEB,2021,Stockholm - Bromma,Sweden,684
FEB,2021,Stokmarknes Skagen,Norway,286
FEB,2021,Svalbard Longyear,Norway,92
FEB,2021,Svolvær Helle,Norway,248
FEB,2021,Szczecin - Goleniów,Poland,129
FEB,2021,Thessaloniki,Greece,1056
FEB,2021,Tromsø,Norway,2392
FEB,2021,Trondheim,Norway,2009
FEB,2021,Vadsø,Norway,492
FEB,2021,Vardø Svartnes,Norway,147
FEB,2021,Værøy,Norway,80
FEB,2021,Warszawa - Chopina,Poland,3234
FEB,2021,Warszawa - Modlin,Poland,205
FEB,2021,Waterford,Ireland,7
FEB,2021,Weston,Ireland,8
FEB,2021,Wroclaw - Strachowice,Poland,612
FEB,2021,Yerevan,Armenia,867
FEB,2021,Zakinthos,Greece,62
FEB,2021,Zielona Gora - Babimost,Poland,57
FEB,2022,Aberdeen,United Kingdom,2214
FEB,2022,Aktion,Greece,70
FEB,2022,Alesund,Norway,822
FEB,2022,Alta,Norway,629
FEB,2022,Amsterdam - Schiphol,Netherlands,25162
FEB,2022,Andenes,Norway,225
FEB,2022,Athens,Greece,10050
FEB,2022,Bardufoss,Norway,285
FEB,2022,Batsfjord,Norway,164
FEB,2022,Belfast - Aldergrove,United Kingdom,2822
FEB,2022,Belfast - City Airport,United Kingdom,1077
FEB,2022,Bergen,Norway,5870
FEB,2022,Berlevåg,Norway,122
FEB,2022,Biggin Hill,United Kingdom,1931
FEB,2022,Birmingham,United Kingdom,3853
FEB,2022,Bodø,Norway,2651
FEB,2022,Bristol,United Kingdom,3320
FEB,2022,Bronnoysund Bronnoy,Norway,410
FEB,2022,Bydgoszcz,Poland,151
FEB,2022,Connaught,Ireland,264
FEB,2022,Corfu,Greece,342
FEB,2022,Cork,Ireland,1108
FEB,2022,Donegal,Ireland,103
FEB,2022,Dublin,Ireland,11452
FEB,2022,East Midlands,United Kingdom,3901
FEB,2022,Edinburgh,United Kingdom,5300
FEB,2022,Farnborough,United Kingdom,2605
FEB,2022,Florø,Norway,603
FEB,2022,Forde Bringeland,Norway,196
FEB,2022,Gdansk,Poland,2024
FEB,2022,Glasgow,United Kingdom,3362
FEB,2022,Groningen,Netherlands,826
FEB,2022,Göteborg,Sweden,2638
FEB,2022,Hammerfest,Norway,756
FEB,2022,Harstad - Narvik Evenes,Norway,571
FEB,2022,Haugesund,Norway,454
FEB,2022,Helsinki - Vantaa,Finland,8485
FEB,2022,Heraklion,Greece,804
FEB,2022,Honningsvåg Valan,Norway,124
FEB,2022,Katowice - Pyrzowice,Poland,1738
FEB,2022,Kefallinia,Greece,89
FEB,2022,Kerry - Farranfore,Ireland,228
FEB,2022,Khania - Souda,Greece,771
FEB,2022,Kiev - Boryspil,Ukraine,4059
FEB,2022,Kirkenes Høybuktmoen,Norway,513
FEB,2022,Kos,Greece,323
FEB,2022,Krakow - Balice,Poland,3485
FEB,2022,Kristiansand Kjevik,Norway,728
FEB,2022,Kristiansund Kvernberget,Norway,594
FEB,2022,Lakselv Banak,Norway,180
FEB,2022,Leknes,Norway,312
FEB,2022,Lelystad,Netherlands,162
FEB,2022,Lodz - Lublinek,Poland,214
FEB,2022,London - City,United Kingdom,2208
FEB,2022,London - Gatwick,United Kingdom,8769
FEB,2022,London - Heathrow,United Kingdom,20369
FEB,2022,London - Luton,United Kingdom,6638
FEB,2022,London - Stansted,United Kingdom,10232
FEB,2022,Londonderry - Eglinton,United Kingdom,232
FEB,2022,Lublin,Poland,141
FEB,2022,Maastricht-Aachen,Netherlands,603
FEB,2022,Manchester,United Kingdom,8619
FEB,2022,Mehamn,Norway,216
FEB,2022,Mikonos,Greece,173
FEB,2022,Mo i Rana Røssvoll,Norway,385
FEB,2022,Molde Årø,Norway,308
FEB,2022,Mosjøen Kjærstad,Norway,295
FEB,2022,Namsos Høknesøra,Norway,168
FEB,2022,Newcastle,United Kingdom,1623
FEB,2022,Olsztyn-Mazury,Poland,76
FEB,2022,Orsta¿Volda Hovden,Norway,262
FEB,2022,Oslo - Gardermoen,Norway,10908
FEB,2022,Poznan - Lawica,Poland,1097
FEB,2022,Rodos,Greece,516
FEB,2022,Roros,Norway,82
FEB,2022,Rorvik Ryum,Norway,214
FEB,2022,Rost,Norway,98
FEB,2022,Rotterdam,Netherlands,1249
FEB,2022,Rzeszow - Jasionka,Poland,680
FEB,2022,Sandane  Anda,Norway,120
FEB,2022,Sandnessjøen Stokka,Norway,212
FEB,2022,Santorini,Greece,316
FEB,2022,Shannon,Ireland,1105
FEB,2022,Skiathos,Greece,38
FEB,2022,Sligo,Ireland,2
FEB,2022,Sogndal Haukåsen,Norway,301
FEB,2022,Sorkjosen,Norway,124
FEB,2022,Southampton,United Kingdom,1157
FEB,2022,Stavanger,Norway,3408
FEB,2022,Stockholm - Arlanda,Sweden,8839
FEB,2022,Stockholm - Bromma,Sweden,1846
FEB,2022,Stokmarknes Skagen,Norway,420
FEB,2022,Svalbard Longyear,Norway,122
FEB,2022,Svolvær Helle,Norway,244
FEB,2022,Szczecin - Goleniów,Poland,242
FEB,2022,Thessaloniki,Greece,2413
FEB,2022,Tromsø,Norway,3104
FEB,2022,Trondheim,Norway,3248
FEB,2022,Vadsø,Norway,480
FEB,2022,Vardø Svartnes,Norway,153
FEB,2022,Værøy,Norway,77
FEB,2022,Warszawa - Chopina,Poland,7510
FEB,2022,Warszawa - Modlin,Poland,1366
FEB,2022,Waterford,Ireland,42
FEB,2022,Weston,Ireland,47
FEB,2022,Wroclaw - Strachowice,Poland,1374
FEB,2022,Yerevan,Armenia,1274
FEB,2022,Zakinthos,Greece,84
FEB,2022,Zielona Gora - Babimost,Poland,71
JAN,2016,Aberdeen,United Kingdom,4677
JAN,2016,Aktion,Greece,68
JAN,2016,Amsterdam - Schiphol,Netherlands,33964
JAN,2016,Athens,Greece,11290
JAN,2016,Belfast - Aldergrove,United Kingdom,3043
JAN,2016,Belfast - City Airport,United Kingdom,2929
JAN,2016,Bergen,Norway,6658
JAN,2016,Biggin Hill,United Kingdom,873
JAN,2016,Birmingham,United Kingdom,7128
JAN,2016,Bristol,United Kingdom,4009
JAN,2016,Bydgoszcz,Poland,225
JAN,2016,Connaught,Ireland,326
JAN,2016,Corfu,Greece,267
JAN,2016,Cork,Ireland,1536
JAN,2016,Donegal,Ireland,143
JAN,2016,Dublin,Ireland,14922
JAN,2016,East Midlands,United Kingdom,4140
JAN,2016,Edinburgh,United Kingdom,7754
JAN,2016,Farnborough,United Kingdom,1678
JAN,2016,Gdansk,Poland,2780
JAN,2016,Glasgow,United Kingdom,5995
